LoanNumber,DateApproved,BorrowerName,Term,InitialApprovalAmount,F_Undisbursed,Channel,Region,TypeOfCall,InterestPerYear
1511478303,1/17/2021,DIXIE MECHANICAL,60,1278900,0,TLS,South,NoBrandName,0.3
3724769001,5/20/2021,HENRY COUTNY HEALTHCARE,60,1278112,0,TLS,South,NoBrandName,0.3
9620758310,1/31/2021,PRECISION GRINDING INC.,60,1277420,0,TLS,South,NoBrandName,0.3
9821498801,4/24/2021,PROFESSIONAL BILLING INC,60,1262559.85,0,TLS,South,NoBrandName,0.3
4535428504,2/26/2021,PRICE FOODS INC,60,1257739.91,0,TLS,South,NoBrandName,0.3
1635118400,2/2/2021,STONECREEK DENTAL OF ALABAMA LLC,60,1256555,0,TLS,South,NoBrandName,0.3
7542668301,1/28/2021,MOBILE FIXTURE AND EQUIPMENT CO. INC.,60,1253782.5,0,TLS,South,NoBrandName,0.3
6552548310,1/27/2021,HERITAGE WIRE HARNESS LLC,60,1253302.7,0,TLS,South,NoBrandName,0.3
1225938309,1/16/2021,"LEE COUNTY YOUTH DEVELOPMENT CENTER, INC.",60,1250000,0,TLS,South,NoBrandName,0.3
3872978305,1/22/2021,FRIED STEWED NUDE INC,60,1245747,0,TLS,South,NoBrandName,0.3
8495958600,3/25/2021,IRONDALE INDUSTRIAL CONTRACTORS INC,60,1236966,0,TLS,South,NoBrandName,0.3
3724668805,4/15/2021,RAUSCH & PAUSCH LP,60,1232635,0,TLS,South,NoBrandName,0.3
5643448305,1/25/2021,DIAMOND DISPLAY INC,60,1226300,0,TLS,South,NoBrandName,0.3
3310468608,3/16/2021,CAMPUS HOSPITALITY SERVICES LLC,60,1223827,0,TLS,South,NoBrandName,0.3
6262718304,1/26/2021,NORTHCUTT DENTAL MANAGEMENT SERVICES,60,1262195,0,TLS,South,NoBrandName,0.3
2353648707,3/28/2021,SMITH FAMILY COMPANIES INC,60,1211432,0,TLS,South,NoBrandName,0.3
3465618501,2/24/2021,PARK AT OWA LLC,60,1210477,0,TLS,South,NoBrandName,0.3
5639638507,3/1/2021,LSINC CORPORATION,60,1206907,0,TLS,South,NoBrandName,0.3
1904539000,5/14/2021,OZARK MATERIALS LLC,60,1205945.5,0,TLS,South,NoBrandName,0.3
4171048310,1/23/2021,CORY WATSON PC,60,1201356,0,TLS,South,NoBrandName,0.3
4392598500,2/25/2021,TIMBERLINE CONSTRUCTION GROUP LLC,60,1191390,0,TLS,South,NoBrandName,0.3
4370258709,4/1/2021,ITHAKA HOSPITALITY PARTNERS-AUBURN-HUMAN RESOURCES LLC,60,1188725,0,TLS,South,NoBrandName,0.3
8749658801,4/22/2021,CENTRAL NORTH ALABAMA HEALTH SERVICES INC.,60,1188714.08,0,TLS,South,NoBrandName,0.3
7622018403,2/12/2021,LOGISTICS & ENVIRONMENTAL SOLUTIONS CORP,60,1187380,0,TLS,South,NoBrandName,0.3
3774538407,2/5/2021,CLARKE COUNTY HEALTH CARE AUTHORITY,60,1184745,0,TLS,South,NoBrandName,0.3
3492898510,2/24/2021,D & F EQUIPMENT SALES INC,60,1182670,0,TLS,South,NoBrandName,0.3
3016848407,2/4/2021,LANDSCAPE ASSOCIATES INC,60,1178038,0,TLS,South,NoBrandName,0.3
2656168506,2/22/2021,SPRADLING INTERNATIONAL INC. - SOUTH,60,1176908.25,0,TLS,South,NoBrandName,0.3
3306148505,2/23/2021,LEEHAN AMERICA INC.,60,1172984,0,TLS,South,NoBrandName,0.3
1384078602,3/13/2021,HOSP INDIN KC LLC,60,1166781,0,TLS,South,NoBrandName,0.3
6957368302,1/27/2021,WEIL WRECKER SERVICE INC.,60,1166002,0,TLS,South,NoBrandName,0.3
6818868310,1/27/2021,OCS INCORPORATED,60,1162400,0,TLS,South,NoBrandName,0.3
3274198405,2/4/2021,OUTPATIENT SERVICES EAST LTD,60,1159816,0,TLS,South,NoBrandName,0.3
3416178602,3/17/2021,SOUTHERN ORTHOPAEDIC SURGEONS LLC,60,1155182,0,TLS,South,NoBrandName,0.3
9524958507,3/12/2021,CRENSHAW COUNTY COMMUNITY HOSPITAL,60,1154475,0,TLS,South,NoBrandName,0.3
2302978309,1/20/2021,INTERSTAR TRANSPORTATION SERV INC.,60,1150677,0,TLS,South,NoBrandName,0.3
2613838702,3/30/2021,MEDHELP,60,1148466,0,TLS,South,NoBrandName,0.3
4159558601,3/18/2021,ENT ASSOCIATES OF ALABAMA P.C.,60,1144242,0,TLS,South,NoBrandName,0.3
9079598507,3/12/2021,HOSP LEXKY GG LLC,59,1141682,0,TLS,South,NoBrandName,0.3
6878608903,5/5/2021,THE CLUB INC.,60,1136092.3,0,TLS,South,NoBrandName,0.3
7940128309,1/28/2021,MDL CONTRACTING INC,60,1122247.95,0,TLS,South,NoBrandName,0.3
5709418300,1/25/2021,LONG'S PERSONNEL SERVICES INC.,60,1117396,0,TLS,South,NoBrandName,0.3
8263478305,1/29/2021,MARSHALL-JACKSON MENTAL HEALTH BOARD INC,60,1114993.32,0,TLS,South,NoBrandName,0.3
6641538603,3/23/2021,WARREN STEELE & ASSOCIATES LLC,60,1110700,0,TLS,South,NoBrandName,0.3
6157178306,1/26/2021,BROWN PRECISION INC,60,1102316.15,0,TLS,South,NoBrandName,0.3
4520218301,1/23/2021,SEACON ENGINEERING ASSOCIATES INC.,60,1100750,0,TLS,South,NoBrandName,0.3
6957218401,2/11/2021,HUIE FERNAMBUCQ & STEWART LLP,60,1099862.5,0,TLS,South,NoBrandName,0.3
3177798308,1/21/2021,TWIN CITY SECURITY L.L.C.,60,1090575,0,TLS,South,NoBrandName,0.3
8559968309,1/29/2021,WALLACE JORDAN RATLIFF & BRANDT LLC,60,1089080,0,TLS,South,NoBrandName,0.3
3983398910,4/28/2021,NCI MFG INC,60,1087500,0,TLS,South,NoBrandName,0.3
9599128510,3/12/2021,ENTERPRISE ELECTRONICS CORPORATION,60,1084900,0,TLS,South,NoBrandName,0.3
6749188400,2/10/2021,GULF COAST UNDERGROUND LLC,60,1083115,0,TLS,South,NoBrandName,0.3
5513408600,3/20/2021,COUNTRY CLUB OF MOBILE,60,1079400,0,TLS,South,NoBrandName,0.3
1100008308,1/16/2021,"LIBERTY STEEL FABRICATION, INC",60,1073891,0,TLS,South,NoBrandName,0.3
1942318401,2/2/2021,THE UPTAIN GROUP INC,60,1071263.72,0,TLS,South,NoBrandName,0.3
1382288406,2/1/2021,MONTGOMERY AIR FREIGHT INC,60,1071062.5,0,TLS,South,NoBrandName,0.3
9638718601,3/26/2021,DEALNEWS.COM INC,60,1093764,0,TLS,South,NoBrandName,0.3
2001958506,2/19/2021,LAMBERTS CAFE III INC,60,1074213,0,TLS,South,NoBrandName,0.3
8973438603,3/25/2021,WILLIAMS MANUFACTURING INC.,60,1059322,0,TLS,South,NoBrandName,0.3
5940688706,4/3/2021,HALE COUNTY HEALTH CARE AUTHORITY,60,1058000,0,TLS,South,NoBrandName,0.3
8734548310,1/30/2021,MARINE ENVIRONMENTAL SCIENCES CONSORTIUM,60,1055449,0,TLS,South,NoBrandName,0.3
6921268305,1/27/2021,BOAN CONTRACTING COMPANY INC.,60,1052748,0,TLS,South,NoBrandName,0.3
4054988300,1/22/2021,THE ATLANTIC GROUP LLC,60,2000000,0,TLS,South,NoBrandName,0.3
5542298603,3/20/2021,MEDICAL ASSOCIATES OF THE SHOALS P.C.,60,1047884.08,0,TLS,South,NoBrandName,0.3
4058098301,1/22/2021,KOCH FAMILY ENTERTAINMENT LLC,60,1046700,0,TLS,South,NoBrandName,0.3
6362108306,1/26/2021,JTL STAFFING & PAYROLL LLC,60,1046020,0,TLS,South,NoBrandName,0.3
9428218301,1/30/2021,CUNNINGHAM BOUNDS LLC,60,1041975,0,TLS,South,NoBrandName,0.3
8189028409,2/13/2021,COTTON BAYOU MARINA INC,60,1040543,0,TLS,South,NoBrandName,0.3
5180238402,2/8/2021,ARMBRECHT JACKSON LLP,24,1038967,0,TLS,South,NoBrandName,0.3
3624138301,1/22/2021,NEWELL ROADBUILDERS INC,60,1031792,0,TLS,South,NoBrandName,0.3
2188168308,1/20/2021,SOUTHEASTERN EXTRUSION & TOOL INC.,60,1030444,0,TLS,South,NoBrandName,0.3
1257918308,1/16/2021,"SWIFT LUMBER, INC.",60,1028817,0,TLS,South,NoBrandName,0.3
6283588301,1/26/2021,RANGER ENVIRONMENTAL SERVICES LLC,60,1028526,0,TLS,South,NoBrandName,0.3
5837468407,2/9/2021,BIRMINGHAM ZOO INC,60,1026092,0,TLS,South,NoBrandName,0.3
1886468307,1/20/2021,BACIK GROUP LLC,60,1025089,0,TLS,South,NoBrandName,0.3
2935908408,2/4/2021,BILLY REID INC.,60,1021742,0,TLS,South,NoBrandName,0.3
7271408410,2/11/2021,COLBURN CONSTRUCTION INC.,60,1019967.4,0,TLS,South,NoBrandName,0.3
9930698300,1/31/2021,ESFELLER CONSTRUCTION CO INC,60,1019555,0,TLS,South,NoBrandName,0.3
7644018404,2/12/2021,ADVANCING SIGHT NETWORK,60,1019347,0,TLS,South,NoBrandName,0.3
1516408510,2/19/2021,ATOZ TECH LLC,60,1018820,0,TLS,South,NoBrandName,0.3
6521178401,2/10/2021,POWER AND RUBBER SUPPLY INC.,60,1010662.5,0,TLS,South,NoBrandName,0.3
4970779004,5/21/2021,SPOC AUTOMATION INC.,60,1010285,0,TLS,South,NoBrandName,0.3
4702428306,1/23/2021,T & C STAMPING INC.,60,1005820,0,TLS,South,NoBrandName,0.3
6993448310,1/27/2021,M.L.E. LLC,60,1003432,0,TLS,South,NoBrandName,0.3
6174118301,1/26/2021,TEKPAK INC.,60,1000599.7,0,TLS,South,NoBrandName,0.3
9294518802,4/23/2021,SMITH'S INC. OF DOTHAN,60,999646,0,TLS,South,NoBrandName,0.3
1752008510,2/19/2021,BAYOU LA BATRE AREA HEALTH DEVELOPMENT BOARD INC,60,997400,0,TLS,South,NoBrandName,0.3
9886678503,3/12/2021,APACHE ELECTRICAL CONTRACTORS INC,60,992207,0,TLS,South,NoBrandName,0.3
9719548306,1/31/2021,VANTAGE MANAGEMENT LLC,60,991840.32,0,TLS,South,NoBrandName,0.3
1207658402,2/1/2021,LOGC2 INC,60,989728,0,TLS,South,NoBrandName,0.3
3692298403,2/5/2021,HEALTHACTIONS P.A.,60,949292,0,TLS,South,NoBrandName,0.3
1267368705,3/27/2021,AETOS SYSTEMS INC.,60,982000,0,TLS,South,NoBrandName,0.3
7774848905,5/7/2021,CC INC.,60,975745,0,TLS,South,NoBrandName,0.3
4486628410,2/6/2021,STI ELECTRONICS INC,60,972830,0,TLS,South,NoBrandName,0.3
7932008406,2/12/2021,ALABAMA SYMPHONIC ASSOCIATION INC,60,969845,0,TLS,South,NoBrandName,0.3
1719788508,2/19/2021,EMPIRE CONSTRUCTION L.L.C.,60,965900,0,TLS,South,NoBrandName,0.3
5693608303,1/25/2021,WEST ALABAMA MECHANICAL INC,60,964572.5,0,TLS,South,NoBrandName,0.3
3782438303,1/22/2021,MW INDUSTRIAL SERVICES INC,60,963831,0,TLS,South,NoBrandName,0.3
2834638302,1/21/2021,BUD'S BEST COOKIES INC,60,962033,0,TLS,South,NoBrandName,0.3
7005288310,1/27/2021,COBALT THE RESTAURANT LLC,60,960669.39,0,TLS,South,NoBrandName,0.3
9290658507,3/12/2021,GOODGAME COMPANY INC,60,960491,0,TLS,South,NoBrandName,0.3
8493158309,1/29/2021,CKJ EATERIES LLC,60,956550,0,TLS,South,NoBrandName,0.3
1054468609,3/12/2021,SOUTHLAND ELECTRIC COMPANY INC,60,955967,0,TLS,South,NoBrandName,0.3
9282918905,5/12/2021,SAEHAESUNG ALABAMA INC.,60,955600,0,TLS,South,NoBrandName,0.3
9391138503,3/12/2021,PRECISION HUSKY CORPORATION,60,952100,0,TLS,South,NoBrandName,0.3
4622268306,1/23/2021,ANESTHESIA ASSOCIATES OF EAST ALABAMA LLC.,60,949455,0,TLS,South,NoBrandName,0.3
7890428709,4/6/2021,ALABAMA REGIONAL MEDICAL SERVICES,60,944422,0,TLS,South,NoBrandName,0.3
1541308604,3/13/2021,ALABAMA EDUCATIONAL FOUNDATIO,60,943900,0,TLS,South,NoBrandName,0.3
5911378305,1/26/2021,WEAVER LLC,60,942279,0,TLS,South,NoBrandName,0.3
9916848301,1/31/2021,SMITH DUKES & BUCKALEW LLP,60,941810,0,TLS,South,NoBrandName,0.3
6815988403,2/11/2021,CLEVELAND NEWSPAPERS INC OF TN,60,940000,0,TLS,South,NoBrandName,0.3
1608298304,1/19/2021,INTERIOR ELEMENTS LLC,60,939529,0,TLS,South,NoBrandName,0.3
5168998306,1/25/2021,BROWNELL TRAVEL INC.,60,936994,0,TLS,South,NoBrandName,0.3
3966758506,2/24/2021,P & M MECHANICAL INC.,60,936322,0,TLS,South,NoBrandName,0.3
2074068304,1/20/2021,HPS NORTH AMERICA,60,935582.5,0,TLS,South,NoBrandName,0.3
3057288303,1/21/2021,HEARN SERVICES INC.,60,933863.35,0,TLS,South,NoBrandName,0.3
7341298410,2/11/2021,ASPHALT CONTRACTORS INC,60,933557.5,0,TLS,South,NoBrandName,0.3
9687358705,4/9/2021,VESTAVIA COUNTRY CLUB,60,930500,0,TLS,South,NoBrandName,0.3
4368798403,2/6/2021,WILKINSON INSURANCE SERVICES INC,60,929877.5,0,TLS,South,NoBrandName,0.3
6764868608,3/23/2021,BIG MARKETING AND COMMUNICATIONS INC.,60,929000,0,TLS,South,NoBrandName,0.3
2069528502,2/19/2021,TOTAL SKIN & BEAUTY DERMATOLOGY CENTER P,60,464942,0,TLS,South,NoBrandName,0.3
7343668407,2/11/2021,BURCH CORPORATION,60,927175,0,TLS,South,NoBrandName,0.3
6685358403,2/10/2021,TUSCO INC,60,926816,0,TLS,South,NoBrandName,0.3
6518238503,3/3/2021,LMS REAL ESTATE INVESTMENT MGT LLC,60,926707,0,TLS,South,NoBrandName,0.3
2258408304,1/20/2021,ALABAMA PAINTING INC,60,924585.87,0,TLS,South,NoBrandName,0.3
3111548409,2/4/2021,MAX HUGHES TRUCKING COMPANY OF TROY INC.,60,924401,0,TLS,South,NoBrandName,0.3
8864838410,2/14/2021,SOUTHWEST PAPER SALES INC,60,923140,0,TLS,South,NoBrandName,0.3
1876998309,1/20/2021,MASTER BOAT BUILDERS INC,60,922644.97,0,TLS,South,NoBrandName,0.3
3067878307,1/21/2021,DELTA STEEL & TUBE INC.,60,922505,0,TLS,South,NoBrandName,0.3
8485968501,3/10/2021,DODGE CITY TRAVEL CENTER INC,60,922438.07,0,TLS,South,NoBrandName,0.3
9842488405,2/17/2021,PARAGON MFG SOLUTIONS LLC,60,920206,0,TLS,South,NoBrandName,0.3
5532108501,3/1/2021,ANSWERED PRAYER HOME CARE SERVICES LLC,60,912541,0,TLS,South,NoBrandName,0.3
3208388808,4/14/2021,EBZ SYSTEC INC.,60,908870,0,TLS,South,NoBrandName,0.3
5976288401,2/9/2021,STEINER SHIPBUILDING INC,60,908855,0,TLS,South,NoBrandName,0.3
9298478604,3/25/2021,HOSPICE OF WEST ALABAMA INC.,60,907630,0,TLS,South,NoBrandName,0.3
2160528307,1/20/2021,SCOTT DAVIS CHIP COMPANY INC.,60,903673,0,TLS,South,NoBrandName,0.3
5004328308,1/23/2021,GILES ENTERPRISES INC.,60,902681,0,TLS,South,NoBrandName,0.3
2014558307,1/20/2021,THE BRIDGE INC.,60,901290,0,TLS,South,NoBrandName,0.3
1861678304,1/20/2021,HELMSING LEACH HERLONG NEWMAN & ROUSE PC,60,900380.6,0,TLS,South,NoBrandName,0.3
7249118606,3/23/2021,BEE LINE EXPRESS INC.,60,897693,0,TLS,South,NoBrandName,0.3
1216468504,2/18/2021,YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN HUNTSVILLE,60,897274.55,0,TLS,South,NoBrandName,0.3
9691588707,4/9/2021,SM-WZZK LLC,60,886249,0,TLS,South,NoBrandName,0.3
4613018408,2/6/2021,FOREFRONT MEDICAL MANAGEMENT LLC,60,880942,0,TLS,South,NoBrandName,0.3
2182438305,1/20/2021,HAWKINS HAWKINS GALES & HARRIS DENTISTRY PARTNERSHIP,60,880462.92,0,TLS,South,NoBrandName,0.3
4672648300,1/23/2021,BROWDER & SONS VENEER CO INC,60,876270,0,TLS,South,NoBrandName,0.3
1582748701,3/27/2021,WILLIAM  MORRIS HOME FASHIONS,60,871522,0,TLS,South,NoBrandName,0.3
2354968308,1/20/2021,SMART DENTAL HOLDINGS LLC,60,870920,0,TLS,South,NoBrandName,0.3
5994548400,2/9/2021,CHAMPIONSHIP ENTERPRISES INBC.,60,862797,0,TLS,South,NoBrandName,0.3
5727508710,4/2/2021,SEI GROUP INC.,60,860028,0,TLS,South,NoBrandName,0.3
1945538305,1/20/2021,F AND W CONSTRUCTION COMPANY INC,60,851390,0,TLS,South,NoBrandName,0.3
1607588404,2/2/2021,BOTTEGA INC,60,848539,0,TLS,South,NoBrandName,0.3
9948978800,4/24/2021,WORKFORCE  WALKER PERSONNEL LLC,60,848192,0,TLS,South,NoBrandName,0.3
9674818310,1/31/2021,B.A.S.S. LLC,60,847075,0,TLS,South,NoBrandName,0.3
6862228303,1/27/2021,DEFTEC CORPORATION,60,847000,0,TLS,South,NoBrandName,0.3
2075548406,2/3/2021,NIKI'S FINLEY AVENUE INC.,60,845009,0,TLS,South,NoBrandName,0.3
1274858610,3/13/2021,EVERGREEN FOREST PRODUCTS INC.,60,843200,0,TLS,South,NoBrandName,0.3
2920648410,2/4/2021,ARAB CARTAGE & EXPRE,60,840417.4,0,TLS,South,NoBrandName,0.3
4463898603,3/18/2021,CHILTON CONTRACTORS INC.,60,811345,0,TLS,South,NoBrandName,0.3
1198728505,2/18/2021,NORTH ALABAMA ENT ASSOCIATES PC,60,837775,0,TLS,South,NoBrandName,0.3
6580658403,2/10/2021,CAPSTONE HOTEL LTD,60,837022.86,0,TLS,South,NoBrandName,0.3
2360988506,2/20/2021,M & B METAL PRODUCTS COMPANY INC,60,835627,0,TLS,South,NoBrandName,0.3
3608918408,2/5/2021,ALABAMA TV,60,835400,0,TLS,South,NoBrandName,0.3
5433978302,1/25/2021,ALDEN SYSTEMS INC.,60,833398,0,TLS,South,NoBrandName,0.3
3997988704,3/31/2021,EASTERSEALS CENTRAL ALABAMA,60,831720,0,TLS,South,NoBrandName,0.3
5432748410,2/8/2021,HODGES LOGISTICS LLC,60,830120,0,TLS,South,NoBrandName,0.3
9893178308,1/31/2021,SHOCCO SPRINGS BAPTIST CONFERENCE,60,829260.04,0,TLS,South,NoBrandName,0.3
8622598407,2/13/2021,LAMBERT INC,60,745225,0,TLS,South,NoBrandName,0.3
1482368305,1/17/2021,OFFICE ENVIRONMENTS INC.,60,827873,0,TLS,South,NoBrandName,0.3
3713188503,2/24/2021,BLUECATS US LLC,60,826155.6,0,TLS,South,NoBrandName,0.3
4536598402,2/6/2021,CYPRESS HEALTHCARE LLC,60,824342,0,TLS,South,NoBrandName,0.3
2048638305,1/20/2021,STEINER CONSTRUCTION INC,60,822564.97,0,TLS,South,NoBrandName,0.3
2431308608,3/15/2021,HARBERT REALTY SERVICES LLC,60,822200,0,TLS,South,NoBrandName,0.1
9227928404,2/16/2021,GATEWAY,60,821575,0,TLS,South,NoBrandName,0.1
3887668701,3/31/2021,NRTC ALABAMA INC.,60,820290,0,TLS,South,NoBrandName,0.1
4553118302,1/23/2021,BLACK WARRIOR MINERALS INC,60,820134,0,TLS,South,NoBrandName,0.1
1291628504,2/18/2021,RED SQUARE AGENCY INC,60,819595,0,TLS,South,NoBrandName,0.1
5352348800,4/17/2021,PEDIATRIC CLINIC LLC,60,818059.77,0,TLS,South,NoBrandName,0.1
2136688309,1/20/2021,WILLIAM BLACKSTOCK ARCHITECTS P.C.,60,817667.17,0,TLS,South,NoBrandName,0.1
3829808403,2/5/2021,IVS INC DBA ANGELTRAX,60,814844,0,TLS,South,NoBrandName,0.1
2420658602,3/15/2021,ADKINS AND KIMBROUGH MECHANICAL LLC,60,811972.5,0,TLS,South,NoBrandName,0.1
6250828708,4/3/2021,SUMTER COUNTY OPPORTUNITY INC.,60,811902,0,TLS,South,NoBrandName,0.1
9558358306,1/31/2021,W B SHEDD AND CO LLC,60,803717.5,0,TLS,South,NoBrandName,0.1
9634718310,1/31/2021,HARE WYNN NEWELL & NEWTON LLP,60,803410,0,TLS,South,NoBrandName,0.1
2930838608,3/16/2021,NATHAN & NATHAN PC,60,803231.6,0,TLS,South,NoBrandName,0.1
5665478304,1/25/2021,ALABAMA POINT VENUE LLC,60,802952,0,TLS,South,NoBrandName,0.1
5117298308,1/25/2021,BARKSDALE DENTAL LABORATORY INC,60,802940,0,TLS,South,NoBrandName,0.1
3752578407,2/5/2021,"CAHABA VENEER, INC.",60,802100,0,TLS,South,NoBrandName,0.1
2940638502,2/22/2021,CHILDREN'S MEDICAL GROUP P.A.,60,800567,0,TLS,South,NoBrandName,0.1
8132778606,3/24/2021,DOLPHIN LINE INC.,60,800000,0,TLS,South,NoBrandName,0.1
1963618407,2/3/2021,CARIBE REALTY INC.,60,799983.41,0,TLS,South,NoBrandName,0.1
3780958302,1/22/2021,GREENERACK INC.,60,798800,0,TLS,South,NoBrandName,0.1
9051528310,1/30/2021,G. I. ASSOCIATES OF WEST ALABAMA PC,60,798543,0,TLS,South,NoBrandName,0.1
9969008202,1/15/2021,"FS GROUP, INC.",60,795690,0,TLS,South,NoBrandName,0.1
3961878301,1/22/2021,PROJECT DESIGN GROUP INC,60,792981.45,0,TLS,South,NoBrandName,0.1
4302658600,3/18/2021,BLANCHARD INDUSTRIES LLC,60,792463,0,TLS,South,NoBrandName,0.1
2209198404,2/3/2021,GENERAL MACHINERY COMPANY INC,60,790807,0,TLS,South,NoBrandName,0.1
4788228610,3/20/2021,M & M CONSTRUCTION CO. INC.,60,790760,0,TLS,South,NoBrandName,0.1
6875028301,1/27/2021,R2C LIMITED LIABILITY COMPANY,60,790019.75,0,TLS,South,NoBrandName,0.1
7647708405,2/12/2021,ISSAC USA INC,60,789952,0,TLS,South,NoBrandName,0.1
3983448803,4/15/2021,MILLENNIUM SYSTEMS SERVICES INC.,60,788564,0,TLS,South,NoBrandName,0.1
2552748400,2/3/2021,BAYSHORE REDMONT INC,60,788203,0,TLS,South,NoBrandName,0.1
5938508307,1/26/2021,HIGGINS ELECTRIC INC OF DOTHAN,60,787242,0,TLS,South,NoBrandName,0.1
5609748809,4/18/2021,LEGACY GROUP HOLDINGS LLC.,60,786461,0,TLS,South,NoBrandName,0.1
3875318410,2/5/2021,CONSOLIDATED PUBLISHING CO. INC.,60,785632,0,TLS,South,NoBrandName,0.1
5434708304,1/25/2021,SUPERIOR SCAFFOLDING & INSULATION INC.,60,784520,0,TLS,South,NoBrandName,0.1
2620948404,2/3/2021,TURF TAMER INC.,60,783042.77,0,TLS,South,NoBrandName,0.1
8986398309,1/30/2021,ALABAMA COASTAL RADIOLOGY PC,60,782135,0,TLS,South,NoBrandName,0.1
1234508300,1/16/2021,JUDSON COLLEGE,60,780739.22,0,TLS,South,NoBrandName,0.1
7594338407,2/12/2021,COHESIONFORCE INC,60,775062,0,TLS,South,NoBrandName,0.1
6433528301,1/27/2021,EAT HERE INC.,60,773878,0,TLS,South,NoBrandName,0.1
6172448607,3/20/2021,SUNBELT FIRE INC,60,773610,0,TLS,South,NoBrandName,0.1
1292118604,3/13/2021,TRIPLE A FIRE PROTECTION INC,60,769452,0,TLS,South,NoBrandName,0.1
2671788502,2/22/2021,GULF SHORES TACKY JACKS LLC,60,767291,0,TLS,South,NoBrandName,0.1
7091168304,1/27/2021,FREEDOM RAIN INC,60,765592,0,TLS,South,NoBrandName,0.1
2033538307,1/20/2021,NORTH ALABAMA BONE AND JOINT CLINIC PC,60,765176.7,0,TLS,South,NoBrandName,0.1
8542348402,2/13/2021,SPA CONCEPTS INCORPORATED,60,763008,0,TLS,South,NoBrandName,0.1
3064608301,1/21/2021,TAYLOR LINEN SERVICES INC,60,762006.29,0,TLS,South,NoBrandName,0.1
7478948503,3/6/2021,HP HOTEL MANAGEMENT INC.,60,758333.26,0,TLS,South,NoBrandName,0.1
3111058404,2/4/2021,GADSDEN FABRICATION,60,758200,0,TLS,South,NoBrandName,0.1
1822888501,2/19/2021,ASSOCIATION OF RELATED CHURCHES,60,757257,0,TLS,South,NoBrandName,0.1
9029158909,5/12/2021,FIRST CHOICE PERSONNEL LLC,60,757058.55,0,TLS,South,NoBrandName,0.1
2590908401,2/3/2021,AVX LLC,60,756543,0,TLS,South,NoBrandName,0.1
9511528900,5/12/2021,MARS HILL BIBLE SCHOOL,60,755789.9,0,TLS,South,NoBrandName,0.1
8011968303,1/29/2021,WIGGINS CHILDS PANTAZIS FISHER & GOLDFAR,60,752224,0,TLS,South,NoBrandName,0.1
8653148404,2/13/2021,MACRO INDUSTRIES INC.,60,751825,0,TLS,South,NoBrandName,0.1
8652218301,1/29/2021,GULF COAST MARINE SUPPLY COMPANY,60,751535,0,TLS,South,NoBrandName,0.1
4491378510,2/26/2021,FIRST CHOICE PERSONNEL LLC,24,751235,0,TLS,South,NoBrandName,0.1
6196288307,1/26/2021,ST LUKE'S EPISCOPAL SCHOOL,60,749281,0,TLS,South,NoBrandName,0.1
7497148407,2/12/2021,"SCP COLDWORKS, LLC",60,748300,0,TLS,South,NoBrandName,0.1
1563338407,2/2/2021,SOUTHERN DIRECTIONAL INC,60,748192,0,TLS,South,NoBrandName,0.1
6579818308,1/27/2021,DIVISION 7 CONSTRUCTION,60,748015,0,TLS,South,NoBrandName,0.1
8452308310,1/29/2021,ROSEN HARWOOD,60,746537,0,TLS,South,NoBrandName,0.1
9264118309,1/30/2021,PROCESS SERVICE GROUP LLC,60,745172,0,TLS,South,NoBrandName,0.1
7697838309,1/28/2021,WALKER 360 INC.,60,743504,0,TLS,South,NoBrandName,0.1
5077138300,1/25/2021,DYKES RESTAURANT SUPPLY INC.,60,742663,0,TLS,South,NoBrandName,0.1
8600108301,1/29/2021,STS FILING PRODUCTSINC,60,741752.5,0,TLS,South,NoBrandName,0.1
6471358310,1/27/2021,TOOL-SMITH COMPANY INC,60,740106,0,TLS,South,NoBrandName,0.1
7169098308,1/28/2021,SOUTHERN SYNERGY INC.,60,737677.5,0,TLS,South,NoBrandName,0.1
2633538409,2/3/2021,OUTDOOR ALUMINUM INC,60,736232.5,0,TLS,South,NoBrandName,0.1
2731658403,2/4/2021,GREATER MOBILE URGENT CARE PC,60,735105,0,TLS,South,NoBrandName,0.1
5000308403,2/7/2021,SIGNATURE UTILITY SERVICES LLC,60,734097.5,0,TLS,South,NoBrandName,0.1
4378698401,2/6/2021,TRANSPORTATION SOUTH INC.,60,729022.5,0,TLS,South,NoBrandName,0.1
7025628400,2/11/2021,TOP TIER BEACH LLC,60,728279,0,TLS,South,NoBrandName,0.1
1983928501,2/19/2021,TORTORIGI CONSTRUCTION INC,60,724576.55,0,TLS,South,NoBrandName,0.1
2957988705,3/30/2021,WIGGINS INCORPORATED,60,723544,0,TLS,South,NoBrandName,0.1
3351908300,1/22/2021,BUCHANAN LUMBER BIRMINGHAM INC,60,722400,0,TLS,South,NoBrandName,0.1
1746058300,1/19/2021,BLALOCK BUILDING COMPANY INC.,60,722007.5,0,TLS,South,NoBrandName,0.1
7791348409,2/12/2021,MIKE MORGAN INDUSTRIAL LLC,60,720658,0,TLS,South,NoBrandName,0.1
7218678400,2/11/2021,EXCELSIOR CORP,60,719355,0,TLS,South,NoBrandName,0.1
6240898409,2/10/2021,FIRE ROCK PRODUCTS LLC,60,718480,0,TLS,South,NoBrandName,0.1
4785938409,2/6/2021,MURPHREE BRIDGE CORPORATION,60,716770,0,TLS,South,NoBrandName,0.1
